"timestamp","linear_acceleration x","linear_acceleration y","linear_acceleration z","gyroscope x","gyroscope y","gyroscope z","acceleration x","acceleration y","acceleration z"
0.0,2.649173141,-1.195497513,-2.016791105,-0.7493238979,1.622996913,-0.9326827526,-8.917343458,7.432893064,-0.6914133562
0.0200130000000627,2.489420056,-1.457073271,-1.806143522,-0.7564506465,1.668676085,-0.9959412681,-9.171402613,7.578677919,-0.98963358
0.0400260000001254,2.413427114,-1.640084326,-1.400867939,-0.7324232856,1.367519511,-0.9934299058,-9.637754228,7.51110612,-1.104026715
0.060034000000087,2.224812746,-1.773095489,-1.170569897,-0.6554542714,1.012267444,-0.9237912893,-10.05888059,7.350955698,-0.9377576444
0.0800480000000334,2.073597074,-1.817888975,-1.127428532,-0.565589216,0.8322658141,-0.8870714837,-10.39753734,7.04714881,-0.8143194715
0.100061000000096,2.243745089,-1.722022414,-1.012651443,-0.4648643136,0.8469944663,-0.9455109305,-10.57045735,6.53291183,-0.7933030658
0.120074000000159,2.264694214,-1.728724599,-0.9537591934,-0.3806327879,0.736835089,-1.038090944,-10.37758509,5.806116475,-0.869387779
0.140088000000105,2.3098104,-1.537994862,-0.9542069435,-0.2990483344,0.4964256816,-1.083159222,-10.12272782,5.319280571,-0.7879824373
0.160104000000047,2.425642252,-1.049377143,-1.095876694,-0.2292060769,0.2113552367,-1.124901679,-9.544377539,4.690650357,-0.640335487
0.180117000000109,2.456062675,-0.9507716298,-0.9237532616,-0.1867848767,-0.03210850215,-1.184359259,-8.965229034,3.919693894,-0.9917618301
0.200131000000056,2.471546412,-0.8216314912,-0.8644533157,-0.1559022417,-0.1048693417,-1.283251564,-8.756129053,3.269515276,-1.395330151
0.220144000000118,2.550448775,-0.8021560907,-0.6034593582,-0.1178928539,-0.03441621552,-1.383161955,-8.898455408,2.559745815,-1.672001905
0.240157000000181,2.567235112,-0.6398928165,-0.578435421,-0.09569808178,0.07139922016,-1.493592832,-9.096116066,1.860617558,-2.154581282
0.260170000000016,2.650933385,-0.2695157528,-0.7322940826,-0.1029605915,0.1605855442,-1.637010402,-9.066320631,1.280670987,-2.50361334
0.280183999999963,2.62488997,0.1455842257,-0.7328271866,-0.1090692431,0.216038535,-1.741604103,-9.137350824,0.7036507659,-2.902925173
0.300198000000137,2.282444239,0.2223550081,-0.5359950066,-0.1042501951,0.3043425,-1.832147903,-8.92106798,0.2843866398,-3.0205107
0.320212000000083,2.342597723,0.1350655556,-0.4875507355,-0.1382550274,0.5581230819,-1.964094824,-9.509261343,-0.02474084496,-3.382312192
0.34022600000003,2.591025591,-0.09997045994,-0.5947194099,-0.1775540262,0.7792562909,-2.049683783,-9.39513429,-0.6735893057,-3.793861469
0.360239000000092,2.765979648,-0.6396225691,-0.5861649513,-0.1985270646,0.7834644781,-2.085385429,-9.501546436,-1.077689674,-3.982743104
0.380253000000039,2.820390105,-0.8518373966,-0.6554098129,-0.232396149,0.6347527173,-2.145793253,-9.440625615,-1.395862208,-3.985403352
0.400266000000101,2.768914819,-0.9338670969,-0.5116400719,-0.2304278049,0.466629025,-2.172807084,-8.931975259,-1.462103817,-3.951883581
0.420280000000048,2.735785484,-1.11305666,-0.1629066467,-0.1837305526,0.3603384859,-2.212581184,-8.536919806,-1.534996192,-3.600989315
0.440293000000111,2.545329571,-0.989328742,-0.3135223389,-0.09488359508,0.3002021942,-2.235522562,-8.362669627,-1.815392388,-3.266056882
0.460297999999966,2.113475204,-0.7719798088,-0.534599781,0.01385041857,0.3042067488,-2.252219518,-7.804803689,-2.0588103,-2.956929392
0.480311000000029,1.673668861,-0.5517506599,-0.4744348526,0.1334442612,0.5478062431,-2.317785819,-7.161541992,-2.231996165,-2.606567144
0.500324999999975,1.386209011,-0.4623790979,-0.6691241264,0.2996674726,0.9865432514,-2.427741501,-6.714344607,-2.357296573,-2.506007618
0.520338000000038,1.591648698,-0.5029863119,-0.8467326164,0.4990131756,1.4011171,-2.474235164,-6.776861774,-2.459186263,-2.489779764
0.540351999999984,1.528452873,-0.4517136812,-0.9400463104,0.6456887126,1.71449097,-2.454483853,-7.028792752,-2.541389704,-2.073974027
0.560365000000047,1.319300652,-0.4801542759,-0.9674375057,0.7567304373,1.860895011,-2.426859114,-7.189741294,-2.670148452,-1.996559156
0.580378999999994,1.372509003,-0.4168739319,-0.9886889458,0.8664825426,1.952592651,-2.293215407,-7.710362911,-2.747297313,-1.872322904
0.600391000000172,1.331453919,-0.3793758154,-0.8757860661,0.9169807302,2.099879026,-2.317174911,-8.125636578,-2.821785847,-1.747288558
0.620404000000008,1.33339119,-0.3122352362,-0.8056344986,0.8914601604,1.884040011,-2.143010404,-8.449395921,-2.937509166,-1.743032045
0.640418000000182,1.475895643,-0.1404896975,-0.8858447075,0.8763921393,1.401456475,-2.052263008,-8.570173581,-3.027693484,-1.926593131
0.660431000000017,1.311127663,-0.07411718369,-0.8461749554,0.9453520377,0.7339165045,-1.86404864,-8.614600923,-2.966506481,-1.995495068
0.68044400000008,1.027832985,-0.03601574898,-0.8264272213,1.045873324,0.02137614497,-1.600086967,-8.969219526,-2.904521412,-2.205127133
0.700458000000026,0.8030102253,-0.02451074123,-0.7928333282,1.054764787,-0.4933796393,-1.41037937,-9.432644632,-2.878982438,-2.3040905
